;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
160;male;group B;;standard;completed;;sometimes;yes;2;school_bus;< 5;;65;60
160;female;group B;master's degree;free/reduced;completed;;regularly;yes;2;school_bus;5 - 10;;75;81
160;female;group D;;standard;none;single;;yes;2;;5 - 10;67;75;80
160;female;group D;some high school;free/reduced;none;married;;yes;2;school_bus;> 10;48;55;60
160;male;group B;some college;standard;completed;single;never;no;2;school_bus;> 10;72;67;74
160;male;group E;associate's degree;free/reduced;completed;single;regularly;no;2;school_bus;5 - 10;65;63;61
160;male;group C;some high school;standard;none;married;sometimes;yes;2;private;< 5;86;85;84
160;male;group C;associate's degree;free/reduced;;married;never;no;2;school_bus;5 - 10;74;68;72
160;male;group A;master's degree;standard;none;single;sometimes;no;2;private;< 5;57;60;53
160;female;group C;associate's degree;standard;completed;married;sometimes;no;2;private;5 - 10;58;68;69
160;female;group E;high school;standard;none;divorced;regularly;no;2;private;5 - 10;56;66;65
160;female;;some high school;standard;none;divorced;sometimes;no;3;school_bus;> 10;65;73;76
160;female;group C;some high school;free/reduced;none;married;sometimes;yes;3;private;> 10;63;68;71
160;female;;high school;standard;none;single;sometimes;no;4;private;< 5;75;74;77
161;male;group B;high school;free/reduced;completed;married;sometimes;yes;0;school_bus;5 - 10;46;44;36
161;female;group C;some high school;standard;completed;married;sometimes;yes;0;school_bus;5 - 10;80;83;90
161;female;;some college;free/reduced;none;single;never;yes;1;private;5 - 10;71;86;79
161;male;group D;some college;standard;none;divorced;never;no;1;school_bus;5 - 10;44;40;34
161;female;group B;bachelor's degree;free/reduced;completed;divorced;regularly;yes;1;private;< 5;53;80;84
161;female;group A;associate's degree;standard;none;married;sometimes;no;1;private;5 - 10;80;87;83
161;male;group A;some college;standard;none;married;regularly;no;1;private;> 10;63;48;40
161;male;group C;master's degree;standard;completed;single;regularly;yes;1;school_bus;5 - 10;91;91;97
161;female;group B;bachelor's degree;standard;completed;divorced;sometimes;yes;2;private;< 5;;78;90
161;female;group E;some high school;standard;none;divorced;sometimes;no;2;school_bus;< 5;71;74;74
161;female;group D;high school;standard;none;married;sometimes;yes;2;private;5 - 10;57;53;54
161;male;group E;master's degree;standard;;;never;;2;private;5 - 10;;73;72
161;male;group E;high school;free/reduced;none;divorced;regularly;yes;2;;5 - 10;77;68;62
161;male;group B;associate's degree;free/reduced;completed;single;regularly;no;2;school_bus;< 5;80;76;77
161;male;group A;;standard;completed;single;regularly;yes;2;private;;82;66;68
161;female;group C;bachelor's degree;standard;none;married;sometimes;yes;2;private;< 5;81;83;82
161;female;group E;high school;free/reduced;none;married;regularly;no;2;school_bus;5 - 10;66;73;71
161;male;group C;master's degree;standard;none;divorced;sometimes;no;2;school_bus;< 5;88;79;84
161;female;;;standard;none;married;regularly;yes;2;school_bus;< 5;;59;63
161;male;group B;some high school;standard;none;married;sometimes;yes;2;private;5 - 10;86;71;70
161;female;group E;some college;free/reduced;completed;married;sometimes;yes;3;school_bus;5 - 10;75;88;85
161;male;group E;some college;standard;none;married;sometimes;no;3;school_bus;< 5;72;65;62
161;male;group D;;standard;none;single;never;yes;3;school_bus;5 - 10;70;66;67
161;male;group A;associate's degree;standard;none;married;sometimes;no;3;school_bus;5 - 10;64;53;53
161;female;group B;;standard;completed;married;sometimes;no;4;school_bus;< 5;65;75;77
161;female;group C;associate's degree;free/reduced;none;married;sometimes;yes;4;school_bus;> 10;62;63;70
161;female;group C;some college;standard;completed;married;regularly;no;4;private;> 10;86;87;92
161;male;group B;master's degree;free/reduced;completed;divorced;regularly;yes;5;school_bus;5 - 10;79;66;71
161;male;group B;some college;standard;none;;regularly;yes;5;school_bus;> 10;83;78;73
161;male;group D;some high school;free/reduced;none;married;never;no;5;;< 5;26;26;27
161;male;group C;bachelor's degree;standard;none;divorced;sometimes;yes;5;school_bus;5 - 10;57;62;57
162;female;group D;high school;free/reduced;none;single;regularly;yes;0;school_bus;5 - 10;50;68;67
162;female;group D;some college;standard;none;married;sometimes;yes;1;school_bus;5 - 10;;80;84
162;female;group E;some college;standard;completed;married;regularly;yes;1;school_bus;5 - 10;70;64;69
162;female;group E;high school;standard;;married;regularly;yes;1;;< 5;93;91;89
162;male;group B;some college;free/reduced;completed;divorced;never;yes;1;;< 5;51;44;43
162;male;group E;high school;free/reduced;none;single;never;no;1;private;5 - 10;85;89;76
162;male;;high school;standard;none;divorced;sometimes;yes;1;;5 - 10;74;57;63
162;female;group C;master's degree;free/reduced;none;single;sometimes;yes;1;school_bus;< 5;49;55;54
162;male;group B;associate's degree;free/reduced;completed;married;;yes;1;school_bus;5 - 10;60;60;61
162;male;group A;bachelor's degree;standard;none;married;sometimes;yes;1;private;> 10;70;73;67
162;female;group C;some college;standard;none;married;regularly;yes;1;school_bus;5 - 10;57;64;68
162;female;group B;some high school;standard;completed;married;sometimes;yes;1;school_bus;5 - 10;76;80;78
162;male;group B;master's degree;free/reduced;none;single;never;no;2;school_bus;5 - 10;;53;52
162;female;group D;some high school;standard;none;widowed;sometimes;yes;2;school_bus;< 5;;81;81
162;female;group D;high school;free/reduced;none;married;sometimes;yes;2;school_bus;< 5;71;82;79
162;male;group C;;free/reduced;none;married;regularly;yes;2;private;< 5;;67;51
162;female;group C;bachelor's degree;standard;;divorced;sometimes;no;2;school_bus;< 5;50;63;65
162;female;group E;associate's degree;standard;none;married;regularly;no;2;school_bus;5 - 10;56;70;67
162;male;group E;high school;free/reduced;none;married;sometimes;yes;2;school_bus;5 - 10;63;66;65
162;female;group A;associate's degree;standard;completed;married;regularly;no;2;private;5 - 10;66;78;77
162;female;group B;some high school;free/reduced;none;single;regularly;no;3;private;> 10;40;57;54
162;female;group D;some high school;standard;none;married;sometimes;yes;3;private;5 - 10;62;75;76
162;male;group C;high school;standard;none;married;sometimes;yes;3;school_bus;5 - 10;88;86;86
162;female;group E;associate's degree;standard;none;married;never;yes;3;private;> 10;79;85;84
162;male;group B;some college;standard;completed;married;sometimes;yes;3;private;> 10;72;64;68
162;female;group C;some high school;standard;none;married;never;yes;3;school_bus;5 - 10;70;87;78
162;male;group C;associate's degree;standard;completed;married;sometimes;yes;3;school_bus;< 5;83;82;79
162;female;group C;bachelor's degree;standard;none;single;sometimes;yes;3;school_bus;< 5;58;70;66
162;female;group A;bachelor's degree;standard;completed;married;regularly;no;3;private;> 10;75;89;88
162;female;group D;some high school;free/reduced;none;married;sometimes;no;5;school_bus;5 - 10;69;66;70
162;male;;some college;free/reduced;none;divorced;regularly;yes;7;school_bus;> 10;53;47;44
163;male;group A;some high school;standard;none;married;sometimes;yes;0;private;< 5;37;41;33
163;female;;bachelor's degree;standard;completed;married;never;;1;private;> 10;96;95;99
163;male;group D;some college;standard;completed;married;never;yes;1;;5 - 10;51;56;54
163;female;group B;high school;standard;none;married;sometimes;yes;1;school_bus;> 10;77;77;77
163;female;group D;some college;standard;none;married;sometimes;yes;1;private;5 - 10;55;65;59
163;female;group B;high school;standard;none;married;never;yes;1;private;5 - 10;64;72;70
163;male;group C;high school;standard;none;divorced;sometimes;yes;1;school_bus;5 - 10;52;53;49
163;female;group B;some high school;standard;completed;married;sometimes;no;1;private;5 - 10;69;71;81
163;male;group C;;standard;none;divorced;sometimes;no;1;school_bus;< 5;77;71;68
163;female;group B;master's degree;free/reduced;completed;single;sometimes;no;1;school_bus;> 10;53;59;72
163;male;group E;bachelor's degree;standard;;single;sometimes;yes;1;school_bus;5 - 10;84;77;78
163;male;group C;some college;free/reduced;completed;married;regularly;yes;1;private;5 - 10;52;60;61
163;male;group B;high school;standard;none;married;regularly;yes;1;private;5 - 10;77;72;69
163;female;group B;some high school;standard;none;married;sometimes;yes;1;school_bus;5 - 10;60;64;65
163;female;group B;bachelor's degree;standard;none;divorced;regularly;no;1;private;> 10;73;77;78
163;female;group E;high school;standard;none;divorced;regularly;no;1;;5 - 10;82;84;82
163;male;group D;master's degree;free/reduced;none;single;regularly;no;2;school_bus;> 10;58;53;53
163;male;group A;high school;free/reduced;;single;regularly;no;2;school_bus;< 5;72;69;68
163;male;group A;bachelor's degree;standard;completed;married;never;yes;2;private;> 10;68;73;74
163;female;group B;high school;standard;completed;single;sometimes;yes;2;private;5 - 10;81;89;90
163;female;group E;master's degree;standard;;widowed;sometimes;no;3;school_bus;< 5;;83;83
163;male;group D;some college;standard;completed;married;sometimes;yes;3;private;5 - 10;75;73;72
163;male;group E;master's degree;standard;none;married;regularly;yes;3;school_bus;5 - 10;100;95;94
163;male;;high school;free/reduced;none;single;sometimes;yes;3;private;5 - 10;74;72;70
163;female;group B;some college;standard;none;married;regularly;yes;4;school_bus;5 - 10;39;58;49
163;female;group B;some college;standard;none;divorced;sometimes;yes;4;;5 - 10;79;95;94
163;male;group E;some college;free/reduced;none;married;regularly;yes;4;private;5 - 10;79;70;70
163;female;group C;bachelor's degree;free/reduced;none;married;regularly;no;4;school_bus;5 - 10;40;62;52
163;male;group D;some college;free/reduced;completed;single;sometimes;yes;5;school_bus;> 10;64;64;71
163;male;group E;some college;standard;completed;divorced;sometimes;yes;7;private;> 10;89;84;87
164;male;group E;some college;standard;;divorced;sometimes;yes;0;private;5 - 10;;75;69
164;female;;high school;standard;none;married;sometimes;yes;0;school_bus;5 - 10;61;60;60
164;male;group D;some college;free/reduced;;married;regularly;yes;0;private;< 5;86;83;74
164;male;group C;associate's degree;standard;none;single;sometimes;yes;0;;< 5;59;50;45
164;male;group C;associate's degree;free/reduced;none;married;sometimes;yes;0;school_bus;> 10;64;64;60
164;female;group A;master's degree;standard;none;married;sometimes;yes;1;;5 - 10;58;71;72
164;male;group D;some high school;free/reduced;completed;single;regularly;yes;1;private;5 - 10;54;50;53
164;female;group B;;standard;none;married;regularly;yes;1;;< 5;59;77;80
164;male;group B;some high school;standard;none;married;sometimes;yes;1;private;5 - 10;28;24;24
164;female;group B;associate's degree;standard;none;divorced;sometimes;yes;1;school_bus;< 5;55;76;71
164;male;group D;bachelor's degree;standard;none;single;sometimes;;2;private;5 - 10;50;46;52
164;male;group D;bachelor's degree;standard;completed;single;sometimes;no;2;private;5 - 10;91;85;93
164;female;group D;associate's degree;free/reduced;completed;divorced;regularly;yes;2;private;< 5;58;62;68
164;male;group E;;standard;none;married;never;yes;2;;5 - 10;71;59;48
164;female;group B;associate's degree;standard;completed;married;regularly;yes;2;school_bus;5 - 10;74;90;93
164;female;group E;master's degree;standard;none;married;never;yes;3;private;< 5;76;89;86
164;male;group B;high school;standard;completed;married;sometimes;yes;3;school_bus;5 - 10;70;61;63
164;male;group C;some college;standard;completed;;regularly;no;3;school_bus;5 - 10;71;63;62
164;male;group B;some high school;standard;none;married;sometimes;no;3;school_bus;5 - 10;61;62;58
164;male;group C;associate's degree;free/reduced;none;divorced;never;yes;3;school_bus;;57;63;60
164;female;group C;bachelor's degree;standard;none;single;never;yes;3;school_bus;5 - 10;58;64;56
164;male;group E;some college;free/reduced;none;married;sometimes;yes;3;private;> 10;57;56;53
164;male;group B;;free/reduced;none;married;regularly;no;3;private;5 - 10;66;64;69
164;female;group B;some college;standard;completed;married;sometimes;no;3;school_bus;5 - 10;81;95;100
164;female;group D;high school;free/reduced;none;divorced;sometimes;yes;4;school_bus;5 - 10;72;86;82
164;male;group D;associate's degree;standard;none;married;sometimes;no;4;school_bus;5 - 10;57;46;55
164;female;group D;high school;free/reduced;none;married;sometimes;yes;4;private;5 - 10;40;52;56
164;male;group B;associate's degree;standard;none;married;regularly;yes;4;school_bus;5 - 10;90;71;71
164;male;group C;some high school;free/reduced;none;married;never;no;4;school_bus;5 - 10;67;76;64
164;female;group B;some high school;standard;none;married;sometimes;yes;4;private;5 - 10;60;62;63
164;female;group B;high school;standard;none;;regularly;no;4;school_bus;;36;47;52
165;male;group D;;standard;none;married;sometimes;yes;0;school_bus;;73;67;66
165;male;group A;some high school;standard;none;single;sometimes;yes;0;;< 5;57;62;56
165;female;group C;bachelor's degree;standard;completed;married;sometimes;yes;0;school_bus;5 - 10;96;100;100
165;male;group C;high school;standard;none;married;regularly;yes;0;school_bus;< 5;73;64;67
165;female;group C;master's degree;free/reduced;none;married;sometimes;yes;0;school_bus;5 - 10;79;91;94
165;male;group E;some high school;standard;none;married;sometimes;yes;0;private;< 5;88;79;75
165;male;group C;some high school;standard;none;;sometimes;yes;0;school_bus;5 - 10;45;51;43
165;female;group B;associate's degree;standard;completed;single;sometimes;yes;;private;5 - 10;64;48;63
165;female;group C;;standard;none;divorced;regularly;no;1;school_bus;> 10;60;65;71
165;male;group C;some college;standard;none;married;sometimes;yes;1;;5 - 10;87;73;69
165;male;group C;some high school;free/reduced;completed;married;regularly;no;1;private;> 10;76;73;80
